(0.0,0)
(2.0,1)
(4.0,2)
(6.0,0)
(8.0,1)
(10.0,3)
(12.0,0)
(14.0,1)
(16.0,0)
(18.0,1)
(20.0,0)
(30.0,3)
(32.0,1)
(34.0,2)
(36.0,3)
(38.0,2)
(40.0,0)
(42.0,3)
(43.0,2)
(45.0,0)
(60.0,2)
(62.0,0)
(64.0,2)
(66.0,1)
(68.0,3)
(70.0,2)
(72.0,1)
(73.0,3)
(75.0,2)
(76.0,3)
(90.0,1)
(96.0,0)
(98.0,1)
(100.0,2)
(102.0,0)
(104.0,3)
(106.0,1)
(108.0,2)
(110.0,0)
(112.0,3)
(114.0,2)
(116.0,0)
(118.0,3)
(120.0,2)
(122.0,0)
(124.0,3)
(126.0,2)
average waiting time: 8.5625
